,Unnamed: 0,Restaurant_Name,Restaurant_rated,Review_Written_By,User_Rated_Restaurant,Written_Review,Sentiment_Rating
1453,1453,Eskobar,4.3,Puja Deshpande,5.0,-,1
1454,1454,Eskobar,4.3,Ritu Acharya,5.0,Amazing food and ambiance. Wonderful service given by staff name Suresh 👏 highly recommended place 👍,1
1455,1455,Eskobar,4.3,Samiksha Raut,4.0,"Loved the food, ambience and courteous staff. Highly recommend it. Nice place to gang out. Drinks are good.",1
1456,1456,Eskobar,4.3,Shreyas Tamhankar,5.0,"Rajiv was excellent, service provided by him was up to mark , fast service , best deal must visit place do come here wit) your gang",1
1457,1457,Eskobar,4.3,Saurav Keshri,5.0,-,1
1458,1458,Eskobar,4.3,Pradnaya,5.0,Food and drinks were very good. Place is managed very smoothly love it. Amazing managers. Recommended. do visit,1
1459,1459,Eskobar,4.3,Anoushka,5.0,"Amazing experience, visited this Saturday and love the way they manage everything even when it's a weekend . Food and ambience was amazing. Totally recommend. Suresh sir was one of the most polite and one of the most amazing managers I've come so far.",1
1460,1460,Eskobar,4.3,Arjun Hajare Rajput,1.0,-,0
1461,1461,Eskobar,4.3,Arjun Hajare Rajput,1.0,-,0
1462,1462,Eskobar,4.3,Sachin Phatak,5.0,-,1
1463,1463,Eskobar,4.3,Pawni Srivastava,5.0,I just love this place and ambience.... special thanx to Mr. sachin kapoor sir. he served us very well. very hospitable person. food also good.,1
1464,1464,Eskobar,4.3,Rajatkhare24,5.0,-,1
1465,1465,Eskobar,4.3,Rohit Mathur,5.0,good food,1
1466,1466,Eskobar,4.3,Gurpreet,5.0,Great time 👍🥃,1
1467,1467,Eskobar,4.3,Jessica,5.0,"The drink took more than 20 mins to come the table.
The food quantity has reduced compared to when I had first visited.
The ambience is good and appealing.",1
1468,1468,Eskobar,4.3,Sangameshwar,5.0,"Pooja chavan is very good girl to serve ..
Very polite .........
Quick service ...
Nice behaviour.........
And nice ambience",1
1469,1469,Eskobar,4.3,Samir Kanade,5.0,-,1
1470,1470,Eskobar,4.3,Vishal Nair,5.0,The place is just too good with amazing catering and warm welcome from Pooja Chauhan. The drinks are worth it as well as food. Lip smacking. Thank you eskobar for such good hospitality,1
1471,1471,Eskobar,4.3,Siddhesh More,1.0,"The manager demanded 10,000rs because someone kept an empty wine glass on a covered pool table. Right from the start, Vineet Singh the manager, did not even let us move tables together even though we were a group of 50 people. This is one of the places where bouncers are called to harass you into paying fines for silly reasons. Some of us who stayed late arguing with the manager eventually found out that they slap random fines on customers because they have to pay off an entire squadron of police which is always waiting at the door, could be because this place does not have the licence to serve alcohol.",0
1472,1472,Eskobar,4.3,Jatin Kamble,5.0,-,1
1473,1473,Eskobar,4.3,AMRITA KOTLE,1.0,"WILL NOT RECOMMEND TO VISIT THIS PLACE !
would leave zero star if I could ! sleepy service !.
MANAGER SURESH IS VERY RUDE.
The manager seems they don't really care about their customers.This is not a friendly place.There are 1000+ options in Pune butter than this.Surely Zomato should kick them off the list.",0
1474,1474,Eskobar,4.3,Bhushan,4.0,-,1
1475,1475,Eskobar,4.3,Chetan Menge,4.0,-,1
1476,1476,Eskobar,4.3,Nikhil,4.0,"Good service , Nice place
Thanks Vikas for your service 👍🏻",1
1477,1477,Eskobar,4.3,Priyanka Tikekar,4.0,"1) FOOD :
Giving 3 stars for food because of Alfredo pasta. It was so bland we had to put 3-5 times salt in it after that it tasted better not even good. Pasta was disappointment. But spinach ricotta cheese ball must try it was really good and even old school tandoori chicken was also very good. We had chocolate icecream and it was okay.
2) SERVICE :
Very attentive staff, polite and taking care of hygiene at the seating premises.
3) DRINKS :
We had manhattan cocktail (whiskey based) and it was really good. Vesper( vodka based) that too was good. We ordered red wine sangria was good but not satisfied with the quantity of it since they charge 799 for one glass.
4) AMBIENCE :
Ambience...read more",1
1478,1478,Eskobar,4.3,Sanket,2.0,-,0
1479,1479,Eskobar,4.3,Ankit Mittal,5.0,Saurav- Good service with good host. Nice ambience and Prompt service. Suggestion for Pahadi chicken was quite on the point,1
1480,1480,Eskobar,4.3,LEENA SHET,5.0,nice place..good vibes around!!,1
1481,1481,Eskobar,4.3,Atul Nath,5.0,Good service by Pooja and pankaj. Nice ambience and very polite behavior. Good place to hang around with friends and corporate parties.,1
1482,1482,Eskobar,4.3,Shraddha Nigavekar,2.0,"Food was good, nice ambience and our server Pooja and other staff provided excellent service. However, our nice dinner was marred by the non-responsiveness of the manager (Suresh?) to our repeated requests that the extremely loud speaker closest to our table be cut or Amp be lowered. The music was just too too loud. It was not even crowded...my friends and I were the only folks seated in that zone. Very sad to see a customer's genuine request being ignored repeatedly.",0
1483,1483,Eskobar,4.3,Parnavi Musale,5.0,I have visited Eskobar quite a few times. The service has been great and really fast. The staff is really very humble and polite. The food is very delicious. Surely you will not be disappointed. The ambience is awesome. They have really great offers going on. I will surely suggest you to visit this place.,1
1484,1484,Eskobar,4.3,Priyanka,2.0,"Discount is a scam here. They have bumped up prizes and post that they offer 50% off on drinks. Even after this discount the price is high. They even force the service tax.
Food is OK not great and all cocktails feels diluted.
Only good thing is the service, Pooja and staff were great.",0
1485,1485,Eskobar,4.3,Kshitij Mishra,5.0,-,1
1486,1486,Eskobar,4.3,Vipul Mundle,5.0,Yogesh bhai is the best bartender👍👍👍,1
1489,1489,Eskobar,4.3,Jessica,5.0,-,1
1490,1490,Eskobar,4.3,Paritosh Kandekar,5.0,great service by pankaj and pooja !! Nice ambiance 🥰❤,1
1491,1491,Eskobar,4.3,Swagat Mishra,5.0,Special thanks to Pooja and Pankaj for the awesome service and fulfilling all our demands. The ambience was awesome.,1
1492,1492,Eskobar,4.3,Rashmi Patil,1.0,Went esko bar for the first time on Friday. I wanted to go out as soon as I entered. There is no proper ventilation and no ac working. Crowdy. Very loud music.We just took one one piny and left . Prize is very high compare to other bars.U cant talk as music is very very loud. So do visit if u dont want to talk to each other and exhaust in bad ventilation,0
1493,1493,Eskobar,4.3,Gajendra,5.0,"The food and ambience was just amazing, this place is LIIT in itself, it doesn’t need a high street to attract crowd and create an ambience.
Swapnil Rajput is the man who considers your order as his command and goes an extra mile to make your visit worthwhile.",1
1494,1494,Eskobar,4.3,Kartik,5.0,"Ambience Good
Taste Good
Service Good",1
1495,1495,Eskobar,4.3,Ishita Singh,1.0,"I decided to celebrate my sister's birthday on June 12th based on the rating.
It was overcrowded, the vegetarian cuisine was still better, but the non-vegetarian food was poor.
Please do not waste your time and money by coming here.
It was stifling from the smoke.
There was no clear direction to the hotel.",0
1496,1496,Eskobar,4.3,Rajan Yadav,5.0,-,1
1498,1498,Eskobar,4.3,Sara,1.0,-,0
1499,1499,Eskobar,4.3,SIKANDER SINGH,2.0,"Unnecessarily expensive, Alcohol felt watered down, offers are a farce the price is doubled and then they get you 50% off. Felt cheated",0
1501,1501,Eskobar,4.3,Supriya Tonapi,5.0,"Good food, amazing vibes, great music! Perfect place for chilling till late night with your buddies on weekends. The ambience is also pretty quirky. Liked everything about this place! A must visit.",1
1502,1502,Eskobar,4.3,Ishaan Phatale,5.0,"Amazing place , Delicious Food and beautiful ambiance. Most happening place in pune . They have amazing offers on drink and on food .",1
1503,1503,Eskobar,4.3,Palash,1.0,"I'll put it simply:

All five star reviews are by their own people.

- No Zomato discounts work
- No tables even after prior reservations
- All your drink you'll have to take from the counter yourself, service is non existent

While the service and unavailability of most drinks will spoil your night, the pub does have lots of space, decent crowd and decent DJs.
The problem is it's very poorly maintained.

-",0
1504,1504,Eskobar,4.3,Deepak Chouhan,5.0,"This is the highly recommended place if anyone wants to plan event like Bday, Anniversary etc. You will get a good dedicated space to have personal party at v nominal cost. I was super amazed with the staffs friendly nature & a perfect ambience.
Want to also especially mention - Shiva, who has facilitated our entire event & made it sure that we have Delightful experience. Appreciate his management style & arrangements made for making our day special :)",1
1505,1505,Eskobar,4.3,Saumya Bhardwaj,5.0,-,1
1506,1506,Eskobar,4.3,Chetana,1.0,"All 5 star reviews are fake, it's their own people putting positive reviews. Manager Shiva is a creepy guy who will make you pay for additional stuff by calling his bouncers and will create a scene definitely, that is his role at Escobar. This place needs to discard its staff and rehire. Discount on Note : Zomato pro discount will never be provided to you.",0
1507,1507,Eskobar,4.3,Chaitali Deshpande,5.0,-,1
1508,1508,Eskobar,4.3,Anushil,5.0,-,1
1509,1509,Eskobar,4.3,Aditya Hn,5.0,"Amazing place and great dance floor, food service and great management done by Shiva, must visit the place....",1
1510,1510,Eskobar,4.3,Tanuja Zambre,5.0,"The food and service quality is very good, the ambience of the restaurant was also good specially the attendant Mr. Shiva was very polite. Will visit this place again.",1
1511,1511,Eskobar,4.3,Shivani Prashant Waman,5.0,I have visited eskobar baner pune last week…it was an amazing experience…very good service by shiva…good food…ambiance was very nice…staff is very kind…overall great place…birthday celebration done right…,1
1512,1512,Eskobar,4.3,Akshay,5.0,"Chicken Afghani curry one of the best dishes there in main course...Ghee roast chicken, garlic prawn and biryani were lip-smacking
thank you shiva",1
1513,1513,Eskobar,4.3,Asif Khan,5.0,"Thrilling ambience with delicious food and drinks ..loved it.. Chicken Afghani curry one of the best dishes there in main course...Ghee roast chicken, garlic prawn and biryani were lip-smacking🔥🔥🔥
Good management
shivanand ❤️",1
1514,1514,Eskobar,4.3,Monal Mahajan,5.0,Food quality was best and the manager Shiva helped with choosing the best .....Excellent service from Shiva..,1
1515,1515,Eskobar,4.3,Vaishali Mahajan,5.0,"Great place to hangout.. great ambiance, great food, great service.. the staff was good nd specially the manager shiva. He was very helpful.",1
1516,1516,Eskobar,4.3,Pankaj,4.0,"If you are looking for good food, great service and amazing ambience in a pocket friendly budget and then Eskobar is a great option to explore. Thanks to Shiva who made this experience more memorable.",1
1517,1517,Eskobar,4.3,Tanya Verma,1.0,"Shabby, offending behaviour of the manager shiva. The other staff was good. But the manager was disgusting.",0
1518,1518,Eskobar,4.3,Aarya,1.0,"the place/food is good, but the manager RUINED our experience because of his disgusting behaviour. his name is Shiva. he will look for a chance to make you pay more if you have a discount from a third party app (for eg, dineout, zomato gold). beware of him. manager needs to learn how to manage and not to start a fight.",0
1519,1519,Eskobar,4.3,Nikhil,1.0,"I have visited a lot of places in Baner, wherein we have also used 3rd party apps for discounts. But, my this particular experience was disguising, because as soon as the manager found out about the discount, his attitude towards us changed completely. He ruined our friends birthday party by behaving in a horrific way, he used every possible tactic to take extra money.
Horrible experience with the manager.",0
1520,1520,Eskobar,4.3,Shivang Khandelwal,1.0,Worst place to go in baner. The manager and the waiters are very cheap. They will ask you to pay fine for anything. I paid Rs. 5000 as fine. I asked them the reason for the fine but the manager didn’t like it and he called the bouncers. They will force you to pay whatever they demand. One should not stay here after 12. They will treat you good while serving the food and drinks and after that their behaviour changes completely. I also recorded few videos that shows the waiters and the managers fighting with us for no reason and forcing us to pay the fine.,0
1521,1521,Eskobar,4.3,Rohan Salunkhe,5.0,-,1
1522,1522,Eskobar,4.3,Nikhil,5.0,awesome night 🌉,1
1523,1523,Eskobar,4.3,Naveen Kumar,1.0,"I visit many places and use ""dine out "" app for discounts, didn't face any issues ever. But over here just due the app thingy the manager behaved very rude. It was very disgusting. No professionalism at all...😤😤",0
1524,1524,Eskobar,4.3,Akshadapatil04,1.0,"I have been to all the places quite a few times in baner. Eskobar was my first i have received the worst ever behaviour from the manager, just because we got discount from third party app, he was charging us extra in every possible way. Very rude with all the guests I had. Zero professionalism.",0
1525,1525,Eskobar,4.3,Adish Parekh,5.0,-,1
1526,1526,Eskobar,4.3,Praveen Sampath,5.0,-,1
1527,1527,Eskobar,4.3,Shweta,5.0,Chilled place. Great ambiance. Great service by Pankaj.,1
1529,1529,Eskobar,4.3,Rohit Yadav,5.0,-,1
1530,1530,Eskobar,4.3,Gajendra Jadhav,5.0,Good service from Rohit,1
1531,1531,Eskobar,4.3,Arambam Abhishek,5.0,-,1
1532,1532,Eskobar,4.3,Gitesh M. Dhake,4.0,Nice place for dating,1
1533,1533,Eskobar,4.3,Chanda Sumber,5.0,-,1
1534,1534,Eskobar,4.3,Ujjwal,2.0,"Cons:- Expensive.
I visited this place recently and it is very Expensive.
They fooled us by showing that it will cost Rs 200 for a Pint of Beer on Zomato.
Do not be fooled by their prices on Zomato It is outdated.

It will cost you Rs 400 for a pint of beer.
If I would have known that it will be this expensive then I would have not visited the place.

They should update their current prices on Zomato and stop Fooling the people.",0
1535,1535,Eskobar,4.3,Sayali Hivarekar,5.0,-,1
1536,1536,Eskobar,4.3,Sakshi Singh,4.0,-,1
1538,1538,Eskobar,4.3,Sanket Sinha,1.0,"Pathetic Service, takes lifetime for your order to get delivered on your table, Quite overpriced and food does not make up to the price.
beware of fake reviews!!",0
1539,1539,Eskobar,4.3,Preetam Naik,2.0,-,0
1540,1540,Eskobar,4.3,Manoj Mone,5.0,Great service by Swapnil!,1
1541,1541,Eskobar,4.3,Akash Goyal,5.0,-,1
1542,1542,Eskobar,4.3,Pawan Malpani,5.0,Thank you Sourabh & Naresh,1
1543,1543,Eskobar,4.3,Bhushan Jawale,4.0,-,1
1544,1544,Eskobar,4.3,Tapan Desai,5.0,-,1
1545,1545,Eskobar,4.3,Gopal Purohit,2.0,service is pathetic rest good,0
1546,1546,Eskobar,4.3,Akshay Anant✔,5.0,-,1
1547,1547,Eskobar,4.3,Rajul,4.0,-,1
1548,1548,Eskobar,4.3,Raphael,4.0,-,1
1549,1549,Eskobar,4.3,Gineel Navalkar,5.0,Amazing place good food but on a pricey side,1
1550,1550,Eskobar,4.3,Sanjay Khadse,5.0,"Awesome taste, very good ambience",1
1551,1551,Eskobar,4.3,Gunjandeep Kaur,1.0,-,0
1552,1552,Eskobar,4.3,Malvi Patil,5.0,-,1
1553,1553,Eskobar,4.3,Swopsi,5.0,"good place to hangout, feels like home. great anbience, great food, good place to grab a chilled beer with your friends. five stars overall",1
1554,1554,Eskobar,4.3,Omkar Patil,5.0,-,1
1555,1555,Eskobar,4.3,Swaraj Jadhav,4.0,-,1
1556,1556,Eskobar,4.3,Gogiarajat,5.0,Pooja and Pankaj from Eskobar are the best at service and they know how to make customer feel great about the place .. Great at knowledge about the services and whatever they suggested was the best … indeed an asset to Esko bar … good job guys,1
1557,1557,Eskobar,4.3,Sarang Dosalwar,5.0,-,1
1558,1558,Eskobar,4.3,Prasad,5.0,-,1
1559,1559,Eskobar,4.3,Deepika,1.0,-,0
1561,1561,Eskobar,4.3,Ankush Jadhav,1.0,"Bad service, unprofessional manager, staff, waiters. Very pathetic food and I booked table from zomato but they charged for table and still they did not reserve table for us. We have waited 1.5 hours for the table. Don't waste your time and money for this creep place.",0
1562,1562,Eskobar,4.3,Poonam Priyadarshini,5.0,"Pooja Chauhan was the best help we could get here.

Food quality was great
She helped with choosing the best",1
1565,1565,Eskobar,4.3,Anjali Rani,4.0,-,1
1566,1566,Eskobar,4.3,Mahek Gandhi,1.0,"Ordered a very simple dish of pasta arabiatta. It was horrible. We request the staff to change it or get us something else but they simply refused. We had ordered 2 of the same dishes, and one came 15 minutes before, and we request to cancel the second plate, which they also refused. We were promised free shots by the staff for our trouble which also they did not follow through. However great the vibe was, the food was simply inedible",0
1567,1567,Eskobar,4.3,Manoj Gahan,5.0,The wonderful time went in eskobar with a fabulous Sunday and we got a service by Pooja and she suggested us good food and. drink,1
1568,1568,Eskobar,4.3,Neha Dantes,5.0,"Overall very good experience in terms of Pooja's service, she was really sweet and the only attentive server. The ambiance and music is fun and friendly.
Cherished my time here :)",1
1569,1569,Eskobar,4.3,Rashi Chatterji,5.0,Good place. Great service by Pooja. She was very polite and friendly. Very quick service. She was guiding well through the bar and food menu. Great food. Thanks Pooja ☺️,1
1570,1570,Eskobar,4.3,Ayush,5.0,Pooja made our evening smooth 💯 Polite and good service. Nice place to chill with friends on a weekend.,1
1571,1571,Eskobar,4.3,Lakshmi Bhagyaraj,5.0,Loved the vibe of the place. And great service by Pooja. Very polite and considerate services. It has Good music and lovely food.,1
1572,1572,Eskobar,4.3,Saee Bhosale,5.0,Amazing place....the ambience is totally fabulous......the food drink and everything is super..also Pooja gave us the best service...Do visit this super cool place💯,1
1573,1573,Eskobar,4.3,Vrushali,5.0,"Place is really great and pooja gave us the best service👍🏻…………………… food was amazing
Good ambience……………………………………🥂!!!!!!!!!!!………..",1
1574,1574,Eskobar,4.3,Mahesh Shinde,1.0,First they won't have pitcher and tower .......Second drinking water was not chilled as they have chilled beer....ambiance is ok ok no issues with that....,0
1575,1575,Eskobar,4.3,Akash S Shrikhandkar,1.0,Visited today for dinner & the experience we had was not upto the mark.Each order that we made was served cold. The waitress who attended us at first was very sweet but later on turned out to object to each thing that we asked her for. When asked to make amendments to the order she straight refused to make changes saying she cannot change the order once it's made. When asked for packaged cold water bottle they refused that to saying they didn't have cold water wherein they were serving chilled beers & mocktails 🤣.Kindly hire trained staff who atleast knows about basic things. Ambience of the place is good. Each order bought to the table was cold & thus disappointed us.Had huge...read more,0
1576,1576,Eskobar,4.3,Ram,1.0,Food is not upto the mark. coustmer service is worst. they table on the condition that we have to make bill for certain amount .,0
1577,1577,Eskobar,4.3,Snehal,5.0,The Pr who was handling that zone she was really nice...Thankyou to all the staff they were very co ordinating.,1
1579,1579,Eskobar,4.3,Saurabh Ghodke,5.0,-,1
1580,1580,Eskobar,4.3,Ankush Kelkar,5.0,It was fun with food n brevarage it was awesome n up to the mark..Pooka the executive was add on the occasion.. excellent service..all n all thanks for making my day wonderful..,1
1582,1582,Eskobar,4.3,Nidhi Singh,5.0,-,1
1583,1583,Eskobar,4.3,Yash Kumbhar,5.0,-,1
1584,1584,Eskobar,4.3,Aishwarya,4.0,last time we were served by mr swapnil and he was very attentive and it was very good experience so I went today also it was so boring staff was also not attentive we were so bored ki we just asked for the bill and left the place..pls guys ask your dj to play songs not music and pls ask your service staff to attend the table not to gossip with eachother..,1
1585,1585,Eskobar,4.3,Chaitanya,4.0,-,1
1586,1586,Eskobar,4.3,Sahil Mehta,5.0,-,1
1587,1587,Eskobar,4.3,Manashree Jadhav,5.0,Swapnil was very helpful. He was sweet and took care of us. Food was good too. Try the liit it’s nice.,1
1588,1588,Eskobar,4.3,Mangesh,5.0,It was a great experience at Eskobar.Pooja had been a great host and the service as well as recommendations were excellent,1
1590,1590,Eskobar,4.3,Rohan Naik,5.0,"Very good service by Pooja, very helpful from start till end. dj crowd was awesome. great service.ambienc",1
1591,1591,Eskobar,4.3,Sahil Mahajan,5.0,"Pooja has given prompt service, very satisfied with the service, nice ambience and DJ music is really awesome.",1
1592,1592,Eskobar,4.3,Sumant Habbu,5.0,"Mrs. Pooja was very nice and charming
And she made sure the order was delivered quickly to our tables 🥳",1
1593,1593,Eskobar,4.3,Rahul Anand,5.0,Service of Pooja was superb. She was very attentive and sincere in her service. The entire staff as a whole is very friendly and make you feel at home.,1
1594,1594,Eskobar,4.3,Ashwini Kankariya,5.0,"Service provided by Miss Pooja..She was very kind n quick service..Shes very Polite n Cooperative.. Food quality amazing…Ambience ,Music..Do visit this place surely..😍😍",1
1596,1596,Eskobar,4.3,Shubham,4.0,-,1
1597,1597,Eskobar,4.3,ROHIL BOBBA,5.0,-,1
1598,1598,Eskobar,4.3,Kashan,5.0,-,1
1599,1599,Eskobar,4.3,Oshin Rao,5.0,"Awesome service by Pooja Suresh... Amazing polite.. ambience, hardworking ..

Excellent place to explore... Good vibes",1
1600,1600,Eskobar,4.3,Priyal Bhattad,5.0,"Had a great time. Pooja Chauhan made sure we had amazing service, she is very sweet and polite. Overall had amazing experience.",1
1601,1601,Eskobar,4.3,Divya Jaju,5.0,Pooja was a good host and made my friends birthday special loved her service her behaviour was really good and made it all special,1
1602,1602,Eskobar,4.3,Riddhi,5.0,"Had a great time here, Pooja Chawan was the best. She made sure we got the best service, suggested the best food and was very helping.",1
1603,1603,Eskobar,4.3,Sanjay Khadse,5.0,Great,1
1604,1604,Eskobar,4.3,Ron,4.0,"The food here is average and over priced.
Drinks are good.
The service and ambience is 6/5

If you are someone extremely protective about your car, avoid this place..
This place has the worst car parking I've ever seen in Pune.
They've spent so much on the ambience and all, would have been better if had spent a bit on either parking or valet.",1
1605,1605,Eskobar,4.3,Abhay Suryawanshi,5.0,"Nice service by pooja,Good location,Good suggestion and also great service,polite service, good ambiance",1
1606,1606,Eskobar,4.3,Dr. Samreen Sayyad,4.0,Overall a good experience. Food is yum. Service was good. But they have a pool table for which they charge extra 400 bucks. Which i think shouldn’t be charged. (If u aren’t interested in playing then ignore) Other than this everything was great.,1
1607,1607,Eskobar,4.3,Samrudhi Dhande,5.0,This is our pleasure to visit esko bar and we did lots of enjoyment with the good music food and ambiance we met a friendly staff specially a pooja and vikas given us great service with good management.,1
1608,1608,Eskobar,4.3,Sakshi Chimote,5.0,-,1
1609,1609,Eskobar,4.3,Preety Agarwal,5.0,The food and the ambience was really good. Mr. Swapnil served us and he was very kind and helpful. The Dj was also good. It has a perfect vibe.,1
1610,1610,Eskobar,4.3,Jash,5.0,Food is excellent and service is top class,1
1611,1611,Eskobar,4.3,Shweta Dobhada,5.0,"Good food , good ambience ,Pooja ma'am was very helpful in getting orders on time and. Very polite. Ambience and music was cool",1
1612,1612,Eskobar,4.3,Sushant Selokar,5.0,"Pooja ( in house ) person is very kind and helpful. Place is very good, the ambiance is good and cozy. Good for youngsters and middle age groups.",1
1613,1613,Eskobar,4.3,Nilesh Kulkarni,5.0,-,1
1614,1614,Eskobar,4.3,Nirmal Singh,5.0,"Very cool nature ,kind nature , friendly with everyone customer handling quality, dealing with customer very friendly
@pooja and @pankaj I liked the way they both treat customers .",1
1615,1615,Eskobar,4.3,Priyal,5.0,-,1
1616,1616,Eskobar,4.3,Neha Nirgudkar & Kunal Kulkarni,1.0,"We had an office party, and the experience was pathetic!! The food quality was average.
While booking we had asked the manager that will they be having a DJ because ppl were more keen on dancing.
When we went there suddenly their DJ met with an accident and was not coming! Fine…we asked to play some bollywood music…these guys took more than an hour to get convinced and then 1 more to figure how to change their music!!!! Like seriously?! 😐
Along with that the service was horrible, and on top of that they make you pay heavy service charges.
A big thumbs down. 👎🏼",0
1617,1617,Eskobar,4.3,Anandita Shekhar,5.0,-,1
1618,1618,Eskobar,4.3,9834286716,4.0,-,1
1619,1619,Eskobar,4.3,Isha Mahajan,4.0,-,1
1620,1620,Eskobar,4.3,Pranav Dhawale,5.0,Very great service by pooja. All the services were so good. I would Love to visit again. Best part of the weekend,1
1621,1621,Eskobar,4.3,Akhilesh Tawte,5.0,Really good service offered by pooja and the food was really good. The place has very good ambience and vibes,1
1622,1622,Eskobar,4.3,Arvind,5.0,Food is excellent,1
1623,1623,Eskobar,4.3,Pragati,5.0,Great ambience. Good music. Everytime we called pooja she had beautiful smile on her face. She greets well.,1
1624,1624,Eskobar,4.3,Yash Biyani,5.0,Pooja is very friendly and polite. Even vinit gave us good suggestions regarding drinks and food. Service provided by them is good. Nice music and dance floor.,1
1625,1625,Eskobar,4.3,Nikhil G,5.0,Manager(Vinit) and attendant (Pooja) are friendly and we suggested good food options. Pooja has beautiful smile and lively character. Her charm is very strongly attractive. She is very polite and service provided by eskobar is best.,1
1626,1626,Eskobar,4.3,Yash Bajaj,5.0,"We were attended by beautiful attendant,Pooja who provide us best service possible from her side..POOJA from esko bar is the best place to hangout with your friends . I like her as a attendy...Time and music in background.. awesome atmosphere..enjoyment is on peak..
Glad we visited the place.",1
1627,1627,Eskobar,4.3,Shruti Bang,5.0,We really had fun in Eskobar. Ambience is really good. Attender (Miss. Pooja) was very cooperative. Music is great.,1
1628,1628,Eskobar,4.3,Ritik Sahada,5.0,"We had Pooja as our escort she did great job of serving us, she was friendly and polite. Ambience was good also the music.",1
1629,1629,Eskobar,4.3,Karishma Sharma,5.0,-,1
1630,1630,Eskobar,4.3,Ashwani,5.0,Had fun with great service with Miss Pooja serving the best beer in town. The food was good along with the ambience,1
1631,1631,Eskobar,4.3,Rauf W,5.0,-,1
1633,1633,Eskobar,4.3,Mamta Dhole,4.0,Nice ambiance....good food and service and special thanks to Pooja for quick response and service....😊,1
1634,1634,Eskobar,4.3,Prathamesh Shimpi,2.0,"Great ambience. Nice place. Tasty food. Paneer and chicken were so tender and juicy. Overall food quality and taste was impressive.
Try: Thecha Tangdi Kabab (Recommended)

Rates are slightly to the higher side. Beer Pints were highly overpriced. There is no centralised AC. You just start getting sweaty as it feel like sitting in an oven. They only use 3/4 coolers. Literally the worst service ever I have had experienced. It almost took 1 hour 15min for our first order. After that it was taking 30-40 mins per order.",0
1635,1635,Eskobar,4.3,Reema Salve,4.0,-,1
1637,1637,Eskobar,4.3,Harshad,5.0,-,1
1638,1638,Eskobar,4.3,Sahil Patwardhan,5.0,-,1
1639,1639,Eskobar,4.3,Sweekar Dubey,1.0,"Now what should I speak about this place.
Pathetic or Most Pathetic and toxic place one can go.
They show 40% for Zomato pro users and offers customers to pay via their in-house payment so that they don’t have to pay to Zomato, We asked them to pay via Zomato so they said you will have to pay 400+ odd service charge as it’s in their policy, which we are unaware of.

Average food cost is 1500 for 2people with pathetic taste.
Smelly lounge area, miserable ambience post 10 and music has gone for toss post 10, Most miserable part is they have very very humiliating staff
If you ask or complain for anything they say
“Dekhlo tum tumhara, paisa do niklo n ana hai to ana nahi to koi jarurat...read more",0
1640,1640,Eskobar,4.3,Sweekar Dubey,1.0,"Went here today,
Beer pints were highly overpriced,
Coke pet bottle which has MRP of 40rs printed, is servedfor 150rs illegally,
Service charge is made mandatory here when we pay with Zomato pro, which by law.. is optional.
Moreover, Manager quotes verbally that in an agreement with Zomato over Zomato pro, we have service charge as a mandate for every Zomato pro user.
So Zomato this should not a mandate with filthy service provided here, as the reception staff behaved disrespectfully with us saying ' aana hai toh aao, warna mat aao.. service charge toh pay karna hi padega'.

This is not even a place worth of single visit.. no vibe, no centralized AC: you die of sweat, their public...read more",0
1641,1641,Eskobar,4.3,Chetna,1.0,"No fan or air conditioning provided for the customers. Waited for each and eavry service for more than 30mins. Very bad response, will definitely not recommend it.",0
1642,1642,Eskobar,4.3,Onkar Awhad,5.0,-,1
1643,1643,Eskobar,4.3,Akshaya Gosavi,1.0,Horrible experience. Staff is rude. And extremely loooong waiting time. Please dont visit to ruin your day.,0
1644,1644,Eskobar,4.3,Akshaya Gosavi,1.0,"only good thing is the ambience. overall experience was horrible. we had booked a table. but they said there are no tables left, so you need to adjust. even there was nobody to attend us and extremely loooong waiting time. whole staff except the manager is rude. poor service. waiter told us about the offers at the end and when bill was ready. 😂
i will not recommend this place. please dont go there to ruin your day.",0
1645,1645,Eskobar,4.3,Akshay Basutkar,2.0,-,0
1646,1646,Eskobar,4.3,Aishwarya,5.0,Very good place for hangout ... Thanks to Mr swapnil he recommended us good cocktails and mocktails.very good suggestions loved his service. also food was great .. I'm definitely visiting this place again,1
1647,1647,Eskobar,4.3,Ankita Shinde,4.0,-,1
1648,1648,Eskobar,4.3,Uttkarsh Tiwari,5.0,"Come here if you want nice pictures to be clicked! Great ambience, a little expensive. DJ is superb, takes requests and maintains a good vibe",1
1649,1649,Eskobar,4.3,Aratrika Chatterjee,5.0,"Amazing experience!!!! Good music, nice vibessss. Will visit soon. Sakshi was an amazing host wnd all the staff made sure we were comfortable. 10/10 for the staff.",1
1650,1650,Eskobar,4.3,Rahul Punjabi,2.0,"Visited it on a birthday weekend. Paid for the stag entry. Overall service was slow. They refused to serve us Drought beer saying it was unavailable.
Later we saw them serving other people drought beer, when asked about it they gave us an unreasonable reply. Overall disappointed",0
1651,1651,Eskobar,4.3,Himshweta Chauhan,5.0,Had a great time. The food is nice. Drinks are good. Would love to have a dance floor though. Will be visiting again soon,1
1652,1652,Eskobar,4.3,Aakashkumar Holikatti,5.0,-,1
1653,1653,Eskobar,4.3,Ajinkya Manchalwar,2.0,-,0
